Pf3D7_01_v3	99268
Pf3D7_01_v3	99303
Pf3D7_01_v3	99397
Pf3D7_01_v3	105156
Pf3D7_01_v3	111032
Pf3D7_01_v3	111401
Pf3D7_01_v3	111635
Pf3D7_01_v3	111692
Pf3D7_01_v3	111694
Pf3D7_01_v3	111725
Pf3D7_01_v3	111774
Pf3D7_01_v3	111809
Pf3D7_01_v3	111872
Pf3D7_01_v3	112172
Pf3D7_01_v3	112188
Pf3D7_01_v3	112210
Pf3D7_01_v3	112575
Pf3D7_01_v3	112577
Pf3D7_01_v3	112616
Pf3D7_01_v3	112684
Pf3D7_01_v3	113090
Pf3D7_01_v3	113096
Pf3D7_01_v3	113114
Pf3D7_01_v3	113117
Pf3D7_01_v3	113361
Pf3D7_01_v3	113396
Pf3D7_01_v3	113889
Pf3D7_01_v3	114270
Pf3D7_01_v3	114473
Pf3D7_01_v3	114559
Pf3D7_01_v3	114724
Pf3D7_01_v3	115032
Pf3D7_01_v3	119524
Pf3D7_01_v3	119966
Pf3D7_01_v3	119985
Pf3D7_01_v3	120106
Pf3D7_01_v3	120240
Pf3D7_01_v3	120492
Pf3D7_01_v3	120616
Pf3D7_01_v3	120731
Pf3D7_01_v3	120735
Pf3D7_01_v3	120746
Pf3D7_01_v3	124868
Pf3D7_01_v3	125175
Pf3D7_01_v3	125303
Pf3D7_01_v3	125324
Pf3D7_01_v3	126838
Pf3D7_01_v3	127104
Pf3D7_01_v3	127362
Pf3D7_01_v3	127906
Pf3D7_01_v3	127920
Pf3D7_01_v3	128036
Pf3D7_01_v3	130121
Pf3D7_01_v3	130198
Pf3D7_01_v3	130339
Pf3D7_01_v3	130656
Pf3D7_01_v3	130658
Pf3D7_01_v3	132574
Pf3D7_01_v3	132868
Pf3D7_01_v3	135014
Pf3D7_01_v3	135816
Pf3D7_01_v3	135906
Pf3D7_01_v3	135950
Pf3D7_01_v3	136270
Pf3D7_01_v3	136294
Pf3D7_01_v3	136295
Pf3D7_01_v3	136422
Pf3D7_01_v3	136765
Pf3D7_01_v3	137414
Pf3D7_01_v3	137599
Pf3D7_01_v3	137929
Pf3D7_01_v3	137953
Pf3D7_01_v3	138295
Pf3D7_01_v3	138300
Pf3D7_01_v3	138301
Pf3D7_01_v3	138814
Pf3D7_01_v3	138820
Pf3D7_01_v3	138823
Pf3D7_01_v3	138966
Pf3D7_01_v3	139191
Pf3D7_01_v3	140820
Pf3D7_01_v3	141594
Pf3D7_01_v3	141658
Pf3D7_01_v3	141719
Pf3D7_01_v3	143794
Pf3D7_01_v3	143853
Pf3D7_01_v3	143907
Pf3D7_01_v3	144063
Pf3D7_01_v3	144107
Pf3D7_01_v3	144142
Pf3D7_01_v3	144185
Pf3D7_01_v3	144447
Pf3D7_01_v3	144554
Pf3D7_01_v3	144660
Pf3D7_01_v3	144746
Pf3D7_01_v3	144824
Pf3D7_01_v3	144877
Pf3D7_01_v3	144899
Pf3D7_01_v3	145041
Pf3D7_01_v3	145093
Pf3D7_01_v3	145227
Pf3D7_01_v3	145515
Pf3D7_01_v3	145560
Pf3D7_01_v3	145674
Pf3D7_01_v3	145682
Pf3D7_01_v3	145758
Pf3D7_01_v3	145848
Pf3D7_01_v3	148280
Pf3D7_01_v3	148336
Pf3D7_01_v3	148539
Pf3D7_01_v3	148694
Pf3D7_01_v3	149418
Pf3D7_01_v3	149598
Pf3D7_01_v3	150136
Pf3D7_01_v3	150140
Pf3D7_01_v3	150141
Pf3D7_01_v3	150148
Pf3D7_01_v3	150153
Pf3D7_01_v3	150172
Pf3D7_01_v3	150178
Pf3D7_01_v3	150194
Pf3D7_01_v3	150323
Pf3D7_01_v3	150343
Pf3D7_01_v3	150409
Pf3D7_01_v3	150615
Pf3D7_01_v3	150836
Pf3D7_01_v3	150915
Pf3D7_01_v3	151795
Pf3D7_01_v3	152613
Pf3D7_01_v3	152713
Pf3D7_01_v3	154976
Pf3D7_01_v3	155402
Pf3D7_01_v3	155460
Pf3D7_01_v3	155877
Pf3D7_01_v3	155895
Pf3D7_01_v3	155939
Pf3D7_01_v3	155977
Pf3D7_01_v3	155978
Pf3D7_01_v3	156467
Pf3D7_01_v3	157714
Pf3D7_01_v3	157806
Pf3D7_01_v3	157827
Pf3D7_01_v3	158287
Pf3D7_01_v3	158847
Pf3D7_01_v3	158952
Pf3D7_01_v3	160332
Pf3D7_01_v3	160377
Pf3D7_01_v3	161514
Pf3D7_01_v3	161523
Pf3D7_01_v3	161766
Pf3D7_01_v3	161852
Pf3D7_01_v3	161865
Pf3D7_01_v3	162238
Pf3D7_01_v3	162256
Pf3D7_01_v3	162384
Pf3D7_01_v3	162720
Pf3D7_01_v3	163071
Pf3D7_01_v3	163076
Pf3D7_01_v3	163080
Pf3D7_01_v3	163110
Pf3D7_01_v3	163118
Pf3D7_01_v3	163145
Pf3D7_01_v3	163171
Pf3D7_01_v3	163310
Pf3D7_01_v3	163333
Pf3D7_01_v3	163343
Pf3D7_01_v3	163593
Pf3D7_01_v3	164024
Pf3D7_01_v3	165214
Pf3D7_01_v3	165588
Pf3D7_01_v3	167139
Pf3D7_01_v3	167174
Pf3D7_01_v3	167312
Pf3D7_01_v3	167899
Pf3D7_01_v3	167907
Pf3D7_01_v3	172928
Pf3D7_01_v3	174089
Pf3D7_01_v3	176146
Pf3D7_01_v3	178201
Pf3D7_01_v3	178269
Pf3D7_01_v3	178445
Pf3D7_01_v3	178474
Pf3D7_01_v3	178479
